Gene_ID,Patient1,Patient2,Patient3,Patient4,Patient5,Patient6,Patient7
ENSG00000259103,8,6,12,6,4,3,6
ENSG00000242488,4,1,4,7,1,8,6
ENSG00000119650,48,37,31,32,38,37,28
ENSG00000119699,43,118,38,40,75,62,221
ENSG00000258876,1,2,0,2,4,0,0
ENSG00000258578,4,5,1,0,3,5,5
ENSG00000283629,0,0,1,0,0,2,0
ENSG00000089916,772,993,834,664,778,797,803
ENSG00000258454,1,0,3,3,1,0,1
ENSG00000280078,2,8,2,5,4,9,5
ENSG00000258402,0,0,0,0,0,0,0
ENSG00000119715,9,9,8,5,3,5,5
ENSG00000259124,1,3,1,2,1,1,1
ENSG00000271423,0,0,0,0,1,1,1
ENSG00000242952,21,42,18,12,10,22,21
ENSG00000258566,0,0,0,0,1,0,0
ENSG00000258569,1,4,0,6,1,0,0
ENSG00000071246,96,133,85,123,102,92,150
ENSG00000259081,3,2,2,0,1,1,4
ENSG00000258610,0,0,0,0,0,0,0
ENSG00000258301,6,1,1,0,1,2,1
ENSG00000013523,199,305,130,195,196,181,271
ENSG00000100565,7,1,1,2,2,1,2
ENSG00000241081,4,19,4,3,5,12,13
ENSG00000223174,1,0,0,0,0,0,0
ENSG00000259058,3,1,1,1,0,0,1
ENSG00000285966,4,9,7,9,3,5,4
ENSG00000258602,1,1,0,1,2,1,2
ENSG00000266553,1,3,3,1,1,0,0
ENSG00000243225,9,10,1,3,4,4,12
ENSG00000119669,132,178,174,181,195,167,192
ENSG00000273729,13,34,16,17,23,17,19
ENSG00000246548,0,4,3,1,1,0,8
ENSG00000258473,0,1,2,0,0,0,5
ENSG00000258819,0,2,3,0,0,2,1
ENSG00000198894,507,462,386,431,464,426,405
ENSG00000259164,0,0,0,0,0,0,0
ENSG00000165548,192,215,99,207,153,225,323
ENSG00000177108,317,327,161,330,314,299,528
ENSG00000269883,15,20,14,8,9,8,8
ENSG00000258552,13,7,7,9,9,18,12
ENSG00000201384,1,1,5,9,0,2,2
ENSG00000165553,27,19,29,24,29,34,19
ENSG00000221754,0,0,0,0,0,0,0
ENSG00000009830,99,142,98,93,141,136,167
ENSG00000100577,24,40,33,24,35,65,78
ENSG00000100580,574,649,677,522,718,659,573
ENSG00000258510,8,16,8,4,4,4,8
ENSG00000100583,21,21,26,24,22,21,14
ENSG00000165555,12,11,13,3,9,6,7
ENSG00000151445,114,114,78,78,114,131,93
ENSG00000100591,113,104,121,121,176,180,87
ENSG00000212371,0,1,3,0,0,3,1
ENSG00000100593,3,3,2,5,2,2,3
ENSG00000100596,352,467,319,423,538,401,538
ENSG00000240233,8,21,25,3,6,6,1
ENSG00000258668,0,0,0,0,0,5,1
ENSG00000100601,32,36,30,37,43,40,17
ENSG00000239272,9,33,6,11,3,6,20
ENSG00000258917,5,6,0,6,2,3,7
ENSG00000119705,111,67,72,82,101,93,77
ENSG00000100603,114,132,137,62,137,144,146
ENSG00000197734,1,2,2,0,1,0,2
ENSG00000063761,60,57,42,77,68,74,70
ENSG00000199440,3,17,8,3,12,4,7
ENSG00000258421,0,0,0,0,0,0,0
ENSG00000021645,1252,1606,1158,1474,1028,1576,952
ENSG00000199454,0,0,0,0,0,0,0
ENSG00000239438,5,0,2,0,0,0,2
ENSG00000258723,1,4,0,2,0,1,0
ENSG00000258719,0,4,1,2,0,1,0
ENSG00000258874,3,0,4,8,1,7,2
ENSG00000258478,4,4,3,9,2,4,5
ENSG00000258829,15,41,17,17,8,29,14
ENSG00000258419,30,34,27,29,36,21,11
ENSG00000258662,33,26,18,20,12,22,5
ENSG00000259106,8,13,0,12,2,8,4
ENSG00000258637,4,7,3,2,1,5,6
ENSG00000258416,0,4,1,1,0,1,0
ENSG00000211448,1215,1079,788,860,1245,639,475
ENSG00000258766,1,3,1,1,7,6,0
ENSG00000100629,56,114,65,70,74,73,82
ENSG00000258452,0,0,0,1,0,1,0
ENSG00000165409,27,33,19,16,25,10,7
ENSG00000258915,3,4,5,6,4,4,3
ENSG00000271705,4,1,0,1,2,1,2
ENSG00000271656,0,0,0,0,0,0,0
ENSG00000284959,33,23,24,11,39,14,30
ENSG00000259167,3,5,1,2,2,1,0
ENSG00000165417,578,576,591,458,631,525,467
ENSG00000221303,339,371,119,206,20,190,213
ENSG00000273783,3,2,3,3,2,1,0
ENSG00000205579,15,23,7,29,19,33,22
ENSG00000270343,2,10,1,3,8,6,1
ENSG00000140022,496,584,278,364,719,564,344
ENSG00000242163,1,4,2,3,16,5,9
ENSG00000258605,11,12,3,14,19,23,11
ENSG00000258675,0,0,2,1,0,0,0
ENSG00000071537,626,788,1020,624,798,852,757
ENSG00000258977,0,0,1,0,0,1,0
ENSG00000258841,6,6,4,17,5,3,5
ENSG00000258718,1,1,0,1,0,0,0
ENSG00000259035,0,1,0,0,0,0,0
ENSG00000241891,0,2,2,0,0,1,1
ENSG00000258501,14,6,10,10,12,38,9
ENSG00000276782,0,0,0,0,0,0,1
ENSG00000258743,8,7,5,4,4,5,7
ENSG00000259032,117,128,52,82,65,105,119
ENSG00000258683,0,0,0,0,0,0,0
ENSG00000258600,0,1,0,0,0,0,0
ENSG00000258426,1,0,1,0,0,0,0
ENSG00000252369,0,0,0,0,0,0,0
ENSG00000238561,7,8,12,3,5,6,3
ENSG00000258549,0,0,0,0,1,0,1
ENSG00000258532,1,0,0,0,0,0,0
ENSG00000285826,3,1,1,3,0,2,1
ENSG00000258762,0,0,0,0,0,0,0
ENSG00000258923,1,5,1,1,1,2,0
ENSG00000259012,1,0,0,0,0,0,0
ENSG00000251895,0,0,0,1,0,0,0
ENSG00000258506,0,1,0,0,1,0,0
ENSG00000271712,0,1,0,0,0,0,0
ENSG00000259044,0,0,1,0,0,0,0
ENSG00000258902,0,0,1,0,0,0,1
ENSG00000258814,0,0,0,0,0,0,0
ENSG00000259107,1,0,0,1,1,0,0
ENSG00000205562,17,22,24,13,16,20,11
ENSG00000258945,0,0,0,0,0,0,0
ENSG00000185070,1928,2005,1773,1204,1263,1362,652
ENSG00000258733,9,11,3,7,11,3,8
ENSG00000258912,3,1,0,0,1,0,0
ENSG00000258994,0,0,0,0,0,0,0
ENSG00000258804,0,2,1,0,2,0,0
ENSG00000259061,0,0,0,0,0,0,0
ENSG00000258496,0,0,0,1,0,0,0
ENSG00000258958,3,6,1,0,4,0,0
ENSG00000258859,15,16,12,18,7,16,2
ENSG00000259028,1,2,0,0,0,1,3
ENSG00000258770,3,0,1,2,1,5,1
ENSG00000258807,5,13,7,4,0,8,1
ENSG00000259077,2,0,0,0,0,0,0
ENSG00000054983,254,281,240,259,305,283,290
ENSG00000259096,20,16,20,12,22,11,9
ENSG00000252783,0,1,2,0,0,0,2
ENSG00000140030,7,11,18,10,19,9,13
ENSG00000258407,1,0,0,0,0,0,1
ENSG00000258826,1,0,0,0,1,2,0
ENSG00000258867,4,0,4,1,5,7,1
ENSG00000258975,0,0,0,1,0,0,0
ENSG00000259998,0,1,0,0,1,3,3
ENSG00000258538,0,2,0,1,1,0,0
ENSG00000100433,72,63,67,100,92,85,120
ENSG00000042317,117,163,110,92,109,157,98
ENSG00000070778,153,153,112,112,195,149,128
ENSG00000258983,9,5,1,1,5,2,6
ENSG00000222990,1,2,1,5,3,0,2
ENSG00000258789,12,2,5,1,7,4,3
ENSG00000100722,482,581,480,420,505,611,539
ENSG00000278576,29,56,43,25,28,38,38
ENSG00000165521,174,161,186,105,139,158,191
ENSG00000274492,7,11,4,2,4,5,2
ENSG00000200653,0,0,0,0,0,0,0
ENSG00000165533,149,109,127,102,138,158,195
ENSG00000207342,1,4,0,0,0,5,3
ENSG00000283627,1,0,0,1,1,0,2
ENSG00000258990,1,1,2,5,2,1,6
ENSG00000053254,331,395,308,328,368,286,434
ENSG00000277801,0,0,0,0,0,0,0
ENSG00000259151,9,13,13,10,7,11,8
ENSG00000258752,13,9,4,15,10,5,2
ENSG00000258699,1,1,2,4,2,1,1
ENSG00000258380,3,13,0,2,3,7,8
ENSG00000259053,0,0,0,0,0,0,0
ENSG00000258920,2,3,4,1,2,5,7
ENSG00000259073,3,5,4,4,3,7,7
ENSG00000201027,0,1,0,1,0,1,0
ENSG00000258792,0,0,0,2,0,2,1
ENSG00000252655,9,5,0,3,4,1,4
ENSG00000200312,907,2143,421,5745,1058,1764,1610
ENSG00000259050,13,17,12,6,14,11,6
ENSG00000140025,29,41,36,41,30,30,53
ENSG00000230997,3,0,0,2,4,0,1
ENSG00000042088,78,68,57,82,63,84,90
ENSG00000152315,18,6,6,10,6,6,2
ENSG00000258544,1,0,1,0,2,1,0
ENSG00000201351,34,20,40,5,7,2,10
ENSG00000100764,100,59,68,93,117,126,106
ENSG00000119720,162,151,142,166,206,198,165
ENSG00000242571,7,84,7,5,15,4,8
ENSG00000275198,8,8,4,7,6,1,10
ENSG00000198668,13601,13606,18391,12691,11019,14159,9115
ENSG00000258424,1,3,2,2,4,1,0
ENSG00000258678,0,0,0,0,0,0,0
ENSG00000233208,0,0,4,1,2,4,5
ENSG00000259789,1,1,2,2,3,1,1
ENSG00000165914,338,388,316,313,326,428,301
ENSG00000258935,10,5,0,2,4,4,1
ENSG00000259163,7,20,14,10,16,17,9
ENSG00000258437,1,14,3,5,8,7,14
ENSG00000258716,11,17,3,11,4,3,6
ENSG00000213315,19,35,16,11,20,29,12
ENSG00000258884,0,0,0,0,1,0,0
ENSG00000100784,594,500,489,414,858,527,858
ENSG00000133943,316,329,159,313,347,322,252
ENSG00000252644,0,0,0,0,0,0,0
ENSG00000221102,473,584,266,329,416,284,383
ENSG00000119714,25,29,21,39,26,22,16
ENSG00000258875,8,8,6,6,9,0,13
ENSG00000260810,2,2,1,0,1,2,2
ENSG00000015133,90,106,92,78,75,76,77
ENSG00000258798,0,0,0,0,0,0,0
ENSG00000258446,0,0,1,1,0,1,0
ENSG00000100796,285,271,272,230,382,327,368
ENSG00000278342,0,0,0,0,0,0,0
ENSG00000279286,8,5,4,3,0,0,0
ENSG00000133962,6,5,3,4,3,2,5
ENSG00000268295,1,2,4,1,5,1,4
ENSG00000258774,0,2,0,0,1,0,0
ENSG00000258962,1,1,1,0,1,3,0
ENSG00000275154,34,62,11,30,12,20,44
ENSG00000260711,11,12,33,11,6,17,9
ENSG00000165929,78,36,83,65,52,45,42
ENSG00000140092,40,31,44,21,64,39,72
ENSG00000100815,676,622,491,413,804,560,430
ENSG00000259020,24,28,22,3,23,13,22
ENSG00000066427,290,276,356,249,283,287,213
ENSG00000183648,90,80,99,85,71,152,58
ENSG00000165934,311,392,322,293,461,405,275
ENSG00000258481,0,0,1,0,0,0,0
ENSG00000201097,0,0,0,0,0,0,0
ENSG00000140090,540,442,408,236,332,417,214
ENSG00000100599,53,70,28,38,47,33,52
ENSG00000100600,194,226,169,205,223,297,265
ENSG00000066455,119,162,83,104,167,169,151
ENSG00000258742,3,1,0,0,0,1,0
ENSG00000258499,0,2,2,0,1,0,6
ENSG00000100604,213,247,205,337,283,487,283
ENSG00000100605,579,723,429,811,694,744,882
ENSG00000258730,41,57,28,55,47,37,57
ENSG00000258595,0,0,0,0,0,0,0
ENSG00000165943,376,361,436,476,340,617,430
ENSG00000153485,17,27,11,18,24,37,23
ENSG00000259066,0,0,4,4,2,9,0
ENSG00000170270,7,26,14,16,26,26,23
ENSG00000012963,225,226,238,219,244,266,283
ENSG00000240096,7,3,3,2,1,3,3
ENSG00000011114,332,392,267,244,319,297,301
ENSG00000241499,0,0,0,2,1,0,0
ENSG00000133958,953,1110,925,917,780,960,662
ENSG00000278396,5,3,0,12,2,0,1
ENSG00000187581,1,3,0,4,0,0,0
ENSG00000202306,173,45,433,63,120,96,34
ENSG00000252720,1,4,6,1,2,2,1
ENSG00000277826,1,0,0,0,1,1,0
ENSG00000175785,10,19,9,13,24,11,36
ENSG00000279593,0,5,1,3,6,2,0
ENSG00000258584,19,12,16,16,10,10,6
ENSG00000140067,7,5,8,10,16,11,25
ENSG00000100628,31,18,25,27,14,34,5
ENSG00000258987,1,1,1,1,2,1,0
ENSG00000265768,5,0,0,0,0,0,0
ENSG00000175699,0,0,2,1,0,0,1
ENSG00000089723,41,56,37,37,26,47,45
ENSG00000089737,2403,1546,2251,2404,2192,3297,2865
ENSG00000165948,42,27,17,32,29,30,23
ENSG00000165949,23,34,23,24,24,23,30
ENSG00000119632,9,26,15,11,25,23,29
ENSG00000119698,368,280,361,214,212,275,316
ENSG00000140093,25,28,29,21,15,16,18
ENSG00000170099,0,0,1,1,0,0,1
ENSG00000258597,0,1,0,0,0,0,0
ENSG00000197249,12,35,8,6,106,10,26
ENSG00000256357,0,0,3,0,0,0,0
ENSG00000186910,1,2,0,1,0,0,0
ENSG00000170054,0,0,4,0,2,0,0
ENSG00000165953,1,0,0,1,0,0,1
ENSG00000100665,0,0,0,0,0,0,0
ENSG00000188488,4,1,2,0,12,1,9
ENSG00000273259,0,0,0,0,5,0,2
ENSG00000196136,2,1,9,4,192,1,9
ENSG00000258805,29,17,17,10,18,30,45
ENSG00000187483,0,0,0,0,0,0,1
ENSG00000259140,0,0,0,0,0,0,0
ENSG00000239269,15,11,17,10,11,8,6
ENSG00000133937,0,2,0,1,1,2,0
ENSG00000285205,2,2,3,1,1,0,1
ENSG00000240914,137,108,77,78,72,98,125
ENSG00000274379,1,0,2,0,0,0,0
ENSG00000258933,0,1,0,0,1,0,0
ENSG00000258866,0,0,0,0,0,0,0
ENSG00000100697,876,853,851,685,1253,887,1085
ENSG00000264607,2,1,0,3,4,1,2
ENSG00000235706,37,36,27,39,35,58,55
ENSG00000165959,173,272,196,254,500,308,867
ENSG00000259143,0,0,0,0,0,0,0
ENSG00000258615,0,0,0,3,1,0,0
ENSG00000258630,0,0,0,2,0,0,0
ENSG00000176438,118,156,58,131,192,102,145
ENSG00000258572,0,0,0,2,1,0,0
ENSG00000247092,39,32,43,48,57,44,29
ENSG00000252481,497,1245,1780,949,1635,1674,1269
ENSG00000182512,134,89,76,120,76,104,106
ENSG00000258390,1,1,1,1,1,3,1
ENSG00000258927,1,1,0,0,2,0,1
ENSG00000270038,3,0,0,0,1,0,1
ENSG00000187621,2,4,5,2,8,3,0
ENSG00000275033,0,0,0,0,0,0,0
ENSG00000259084,0,0,1,0,0,0,0
ENSG00000277468,0,0,0,0,0,0,0
ENSG00000213231,0,0,0,0,0,0,0
ENSG00000100721,0,0,1,0,0,0,0
ENSG00000257275,2,2,3,0,0,0,1
ENSG00000258516,0,0,0,1,2,0,0
ENSG00000250366,31,25,42,17,29,27,31
ENSG00000271358,0,1,0,0,1,0,0
ENSG00000227051,1722,1409,1450,1145,1320,1664,1094
ENSG00000168398,12,8,12,2,12,8,11
ENSG00000258691,0,0,0,0,0,0,0
ENSG00000258412,4,1,0,0,0,0,0
ENSG00000258788,0,1,1,3,3,1,0
ENSG00000259036,1,0,0,0,1,0,0
ENSG00000100739,0,1,1,1,2,0,3
ENSG00000258793,0,2,0,0,0,0,0
ENSG00000258729,2,1,2,3,2,0,0
ENSG00000066739,1088,1208,1042,1006,1106,1387,1277
ENSG00000100744,178,184,200,181,127,191,154
ENSG00000222276,3,5,5,3,0,6,6
ENSG00000140057,22,18,12,4,23,13,20
ENSG00000259059,5,4,6,10,30,5,3
ENSG00000240051,1,0,0,0,1,0,0
ENSG00000260806,5,0,6,0,2,1,0
ENSG00000090060,852,1050,815,684,1157,844,610
ENSG00000276182,30,46,13,21,29,17,12
ENSG00000258702,13,27,28,5,14,14,22
ENSG00000223299,50,20,16,4439,29,60,9
ENSG00000258979,1,0,1,0,1,1,0
ENSG00000100749,37,41,43,41,61,47,71
ENSG00000225163,1,3,1,0,2,0,1
ENSG00000280070,1,3,0,3,6,1,0
ENSG00000259026,1,0,0,0,1,0,0
ENSG00000258393,3,3,7,0,4,2,0
ENSG00000259110,1,0,0,0,0,0,0
ENSG00000285584,0,2,1,1,5,2,1
ENSG00000246084,0,1,2,0,0,2,1
ENSG00000197176,4,0,0,0,1,2,0
ENSG00000258869,1,0,3,6,0,0,5
ENSG00000258379,0,0,0,0,0,0,0
ENSG00000246223,10,6,16,12,18,7,4
ENSG00000259097,1,0,0,0,0,0,0
ENSG00000258511,0,0,0,0,0,0,0
ENSG00000241757,1,0,0,1,0,0,0
ENSG00000258795,0,0,0,0,0,0,0
ENSG00000176605,0,1,1,0,0,0,0
ENSG00000237342,1,0,0,0,0,0,2
ENSG00000278990,0,1,0,0,1,0,0
ENSG00000259119,1,4,1,2,0,1,0
ENSG00000232573,146,183,100,73,170,113,70
ENSG00000234648,15,22,10,29,12,39,20
ENSG00000229402,0,0,0,2,3,0,0
ENSG00000127152,66,143,98,149,72,110,102
ENSG00000235785,0,1,0,5,0,1,0
ENSG00000258383,0,0,0,0,0,0,0
ENSG00000183576,291,294,196,169,267,305,348
ENSG00000272439,2,0,2,0,1,2,0
ENSG00000090061,36,28,36,25,44,26,40
ENSG00000205476,167,154,108,125,136,149,147
ENSG00000258749,0,0,0,0,0,0,0
ENSG00000200506,191,225,749,327,110,174,139
ENSG00000247970,8,2,5,13,9,22,7
ENSG00000182218,213,180,174,165,199,250,165
ENSG00000036530,393,327,352,282,336,399,224
ENSG00000258672,2,0,5,9,3,0,1
ENSG00000066629,232,225,161,168,180,207,159
ENSG00000199836,12,3,0,1,6,16,2
ENSG00000271198,7,6,28,19,4,28,2
ENSG00000196405,595,667,536,718,604,733,628
ENSG00000242888,2,3,0,5,4,4,6
ENSG00000258693,4,5,4,4,2,4,2
ENSG00000258560,4,12,3,6,3,4,4
ENSG00000265154,33,60,481,40,45,39,19
ENSG00000199082,214,144,1129,179,272,220,63
ENSG00000168350,20,17,6,16,15,16,12
ENSG00000258982,1,0,0,0,0,0,0
ENSG00000100811,501,503,540,378,507,562,539
ENSG00000258904,5,7,4,3,7,4,7
ENSG00000283840,0,0,0,0,0,0,0
ENSG00000259052,0,0,0,0,0,0,0
ENSG00000197119,186,202,117,160,162,170,68
ENSG00000258504,0,0,0,0,0,0,0
ENSG00000198984,0,4,25,7,15,8,6
ENSG00000243976,2,1,2,4,2,2,1
ENSG00000140107,0,2,0,1,0,0,1
ENSG00000258666,0,0,0,0,0,0,0
ENSG00000140105,267,271,293,295,458,386,335
ENSG00000258521,0,2,0,1,2,0,0
ENSG00000258581,5,4,2,7,2,10,6
ENSG00000176473,29,14,23,29,33,46,36
ENSG00000258620,1,5,1,1,1,3,2
ENSG00000258500,3,1,2,0,2,0,1
ENSG00000253075,0,2,0,0,0,2,0
ENSG00000183092,151,114,109,145,119,148,83
ENSG00000259031,0,3,1,3,0,0,1
ENSG00000258576,0,0,2,0,0,1,0
ENSG00000196273,1,1,0,2,1,1,0
ENSG00000258717,0,0,0,1,2,0,0
ENSG00000185559,4,3,1,1,1,3,0
ENSG00000214548,9165,9439,5522,5976,5811,6216,4004
ENSG00000266461,0,0,0,0,0,0,0
ENSG00000275161,0,0,0,0,0,0,0
ENSG00000274884,0,0,0,0,0,0,0
ENSG00000276919,0,0,0,0,0,0,0
ENSG00000258663,0,0,0,0,0,0,0
ENSG00000258399,77,61,44,67,53,76,56
ENSG00000211574,0,0,0,0,0,0,0
ENSG00000207989,2,5,3,2,0,1,0
ENSG00000199151,11,6,21,4,21,7,6
ENSG00000283159,5,6,6,0,3,3,1
ENSG00000254656,58,75,65,72,37,54,50
ENSG00000208001,0,0,0,0,0,0,0
ENSG00000207569,0,0,0,0,0,0,0
ENSG00000207608,0,0,0,0,0,0,0
ENSG00000272458,0,0,0,0,0,0,0
ENSG00000207942,0,0,0,0,0,0,0
ENSG00000225746,365,426,435,323,256,301,268
ENSG00000276225,0,0,0,0,0,0,0
ENSG00000275662,692,301,3251,299,564,347,208
ENSG00000275134,0,0,0,0,0,0,0
ENSG00000199005,2,8,36,11,6,5,3
ENSG00000202191,37,0,68,31,27,12,1
ENSG00000212384,8,18,28,5,11,16,5
ENSG00000201700,3743,1773,10698,18,6362,3379,1057
ENSG00000201672,0,0,0,0,0,0,0
ENSG00000272474,5471,2377,13554,71,11973,4493,2131
ENSG00000200215,18170,6612,19560,10841,20470,15767,6618
ENSG00000200632,5150,2452,13441,61,10056,5529,3301
ENSG00000200367,12469,5504,23101,11896,21351,12102,5928
ENSG00000201950,16051,76,32559,14535,24096,19888,7482
ENSG00000199575,2727,1911,5718,2718,3428,2769,1841
ENSG00000200823,1,2,5,2,1,0,0
ENSG00000201839,1883,1090,4212,1751,2791,1635,781
ENSG00000200832,3,1,2,1,3,5,4
ENSG00000199798,3,6,10,4,5,5,4
ENSG00000200150,4,6,1,3,1,0,3
ENSG00000201263,1,0,0,0,0,0,0
ENSG00000199390,3,2,4,2,1,3,3
ENSG00000201240,2957,1507,9716,3037,5107,3139,1580
ENSG00000200279,1,3,25,9,7,11,1
ENSG00000200608,16,16,28,21,19,15,6
ENSG00000202270,25304,13913,66284,29737,47908,25704,13986
ENSG00000201247,76,62,249,54,107,69,14
ENSG00000199593,1393,15,3372,1545,2330,1624,591
ENSG00000201557,155,94,548,157,296,235,62
ENSG00000199914,7,5,5,2,1,3,9
ENSG00000201569,1793,918,6157,1429,3047,1271,472
ENSG00000202142,4,3,1,9,2,1,2
ENSG00000199942,0,6,1,3,2,2,2
ENSG00000201500,3,4,11,1,3,3,0
ENSG00000201036,8,0,15,6,4,5,0
ENSG00000201710,0,1,5,1,3,0,3
ENSG00000202048,668,1355,9781,433,4078,2550,208
ENSG00000272344,812,458,3171,1150,1530,979,546
ENSG00000202293,3113,1456,12803,3103,5206,3258,1325
ENSG00000200406,2546,1348,10057,2303,3793,2502,1122
ENSG00000201899,9,3,13,3,3,9,0
ENSG00000200612,3408,1696,13114,3426,6319,4003,1684
ENSG00000200413,0,0,0,0,0,0,0
ENSG00000200636,4,0,0,0,0,0,0
ENSG00000200480,3651,1692,15928,4548,6116,4560,2179
ENSG00000201689,236,191,1026,181,364,264,99
ENSG00000201318,0,1,3,4,1,6,4
ENSG00000200089,3,2,1,4,3,1,3
ENSG00000222095,0,0,0,2,1,1,2
ENSG00000222185,0,0,0,0,0,0,0
ENSG00000199088,39,53,216,67,68,40,34
ENSG00000199109,33,28,99,41,42,43,34
ENSG00000207749,33,26,145,24,46,46,29
ENSG00000198982,15,11,34,8,15,10,6
ENSG00000221745,3,9,8,8,6,1,4
ENSG00000199069,58,76,506,118,125,99,60
ENSG00000211582,8,9,30,7,4,7,7
ENSG00000207761,60,55,395,55,84,68,28
ENSG00000207762,58,55,393,56,84,67,27
ENSG00000194717,0,0,5,4,2,1,2
ENSG00000221036,0,1,0,2,0,1,0
ENSG00000212040,38,39,200,49,5,41,18
ENSG00000207743,181,151,641,128,158,115,55
ENSG00000283279,46,22,164,32,83,56,25
ENSG00000283561,7,8,19,8,9,8,11
ENSG00000207934,6,9,23,9,6,7,4
ENSG00000283556,10,7,35,11,15,8,5
ENSG00000283588,23,8,111,44,29,18,19
ENSG00000215957,3,4,3,10,2,1,1
ENSG00000221525,11,8,40,5,19,11,8
ENSG00000221614,13,8,37,7,17,11,5
ENSG00000258861,4,14,5,4,1,3,2
ENSG00000199020,5,34,188,35,57,25,8
ENSG00000207754,88,76,511,83,90,62,41
ENSG00000202560,27,7,107,17,22,16,17
ENSG00000216099,1,2,8,2,2,4,6
ENSG00000207587,4,6,8,6,3,5,3
ENSG00000207646,5,6,41,20,12,12,9
ENSG00000207742,16,9,117,28,23,19,23
ENSG00000283170,34,19,203,7,5,42,27
ENSG00000207993,12,14,86,15,21,29,13
ENSG00000276352,4,1,13,4,0,5,0
ENSG00000208027,43,28,247,45,44,33,36
ENSG00000208004,10,5,37,8,12,4,2
ENSG00000207978,37,30,166,31,25,22,20
ENSG00000207961,1,4,16,13,6,5,5
ENSG00000199015,10,7,54,12,9,0,4
ENSG00000223403,40,32,16,34,36,37,18
ENSG00000216179,3,3,8,0,2,1,1
ENSG00000199107,38,19,217,43,24,19,35
ENSG00000199012,0,0,4,3,3,1,0
ENSG00000199025,28,36,158,31,41,25,24
ENSG00000199092,0,0,0,0,0,0,0
ENSG00000207959,7,9,26,9,7,7,3
ENSG00000230805,6,3,0,4,4,3,0
ENSG00000259004,1,2,0,1,1,2,3
ENSG00000277754,13,12,3,7,4,11,7
ENSG00000258681,0,0,1,0,0,0,0
ENSG00000258497,0,0,0,0,1,1,1
ENSG00000258460,0,0,1,0,1,0,1
ENSG00000259023,3,1,0,0,1,0,0
ENSG00000259082,9,0,1,0,0,0,0
ENSG00000259166,0,0,1,1,0,0,0
ENSG00000258498,0,5,6,3,8,1,0
ENSG00000283857,0,0,0,0,0,0,0
ENSG00000197406,5,0,5,2,3,2,5
ENSG00000258919,0,0,1,1,1,2,1
ENSG00000258404,1,0,0,0,1,2,0
ENSG00000241494,17,24,13,49,6,3,32
ENSG00000258512,2,3,0,4,0,3,0
ENSG00000078304,934,1130,953,954,968,1040,892
ENSG00000259088,1,0,1,3,4,6,0
ENSG00000207208,1,0,2,0,2,0,0
ENSG00000256705,2,5,3,6,4,2,0
ENSG00000259161,4,2,0,3,0,2,2
ENSG00000271780,18,31,22,52,15,21,38
ENSG00000272444,3,2,7,1,0,2,2
ENSG00000197102,6162,7502,5888,7700,6134,8907,7206
ENSG00000259013,9,2,1,0,0,2,1
ENSG00000258959,0,0,0,0,0,0,0
ENSG00000240457,9,7,0,2,1,0,0
ENSG00000080824,4190,4148,3858,4439,5166,5415,2689
ENSG00000140153,92,150,93,106,123,118,170
ENSG00000080823,175,170,97,172,163,212,147
ENSG00000022976,29,62,21,52,38,44,46
ENSG00000100865,114,143,131,154,137,194,157
ENSG00000196663,480,422,341,560,493,628,662
ENSG00000212330,0,0,0,0,0,0,0
ENSG00000156381,98,136,80,51,123,101,143
ENSG00000266015,0,0,0,0,0,0,0
ENSG00000259230,2,1,2,3,0,1,0
ENSG00000239224,192,364,433,147,222,141,271
ENSG00000089902,100,119,104,108,161,107,103
ENSG00000230988,0,1,0,3,1,0,2
ENSG00000202459,40,30,41,5,8,6,0
ENSG00000259508,0,0,1,0,1,0,0
ENSG00000131323,180,362,184,236,203,263,188
ENSG00000206969,1,0,1,0,0,2,0
ENSG00000166126,1,3,8,3,1,1,0
ENSG00000198752,879,1100,1298,1102,1045,1294,966
ENSG00000259515,2,3,4,2,3,3,1
ENSG00000213176,4,13,1,5,4,2,3
ENSG00000283071,0,0,0,0,0,0,3
ENSG00000259444,3,0,0,0,0,0,0
ENSG00000205436,0,3,4,1,1,0,1
ENSG00000259717,0,1,1,0,0,0,0
ENSG00000185215,58,58,26,48,77,83,80
ENSG00000259374,1,3,4,1,0,0,2
ENSG00000259535,1,0,0,1,0,0,3
ENSG00000259525,9,1,2,3,1,3,2
ENSG00000251533,1,2,0,1,2,0,0
ENSG00000270705,0,0,0,0,0,0,0
ENSG00000278071,0,3,1,1,1,1,1
ENSG00000242837,2,2,1,2,0,1,1
ENSG00000270938,0,0,2,0,0,2,0
ENSG00000240624,0,1,1,0,0,1,2
ENSG00000259775,17,19,32,7,19,17,32
ENSG00000100664,684,836,738,658,877,795,740
ENSG00000272533,2105,2260,1328,1404,2411,2301,1363
ENSG00000259428,1,0,1,8,0,1,0
ENSG00000243904,6,10,8,16,9,8,8
ENSG00000075413,637,695,464,595,737,698,570
ENSG00000244691,5,16,5,11,8,9,13
ENSG00000166165,1337,888,1254,1853,1289,1970,1313
ENSG00000260285,25,18,20,29,31,14,17
ENSG00000166166,26,36,45,40,41,37,22
ENSG00000252469,0,0,0,0,4,0,1
ENSG00000258851,2,0,3,0,1,0,2
ENSG00000166170,226,268,244,230,307,273,284
ENSG00000126214,178,278,212,220,250,280,249
ENSG00000256053,25,35,21,27,27,49,46
ENSG00000256500,0,0,0,0,0,0,0
ENSG00000201184,31,25,1,83,65,100,44
ENSG00000246451,103,110,60,71,116,89,90
